Control	Tratamiento	Grupo
1,363397023	4,778267591	A5
-0,627253587	2,314878667	A5
-3,340437735	1,450158707	A5
0,176467406	3,915379472	A5
-4,03313451	5,191306763	A5
1,537704411	6,183646191	A5
1,738494002	7,650889965	A5
2,098090503	2,197476739	A5
-0,159604002	5,596732804	A5
1,084054158	5,675559058	A5
-0,297856162	7,231736034	A5
-3,498701937	5,781743592	A5
0,645032641	3,983776528	A5
-3,14276644	1,058528346	A5
2,649704882	8,48142495	A5
0,346762992	7,383602237	A5
0,520695257	3,935819052	A5
0,587153987	9,604287943	A5
1,908465732	5,500865078	A5
1,446406914	3,275701792	A5
1,670477316	2,689643489	A5
-1,524255905	1,320717596	A5
-1,966866158	4,902445519	A5
-0,544115473	4,288679385	A5
0,73624172	4,256646012	A5
-0,895341152	0,590232016	A5
2,265437613	2,217803333	A5
1,711414348	7,069002682	A5
-1,011218715	4,700025547	A5
-0,976259971	2,841768062	A5
-2,709689125	6,210726367	A5
2,841067857	6,021184614	A5
-1,155617691	6,464542545	A5
2,287095899	5,141669039	A5
0,371001907	4,272954148	A5
-1,642077494	4,967087494	A5
-2,064458875	5,531074155	A5
-3,612003094	6,698672948	A5
1,360099938	4,305514666	A5
1,285376382	6,022419226	A5
2,570628058	3,333179309	A5
0,959712777	6,374476	A5
1,431585332	4,564694278	A5
0,424226804	1,449486355	A5
-0,789889969	5,786342054	A5
0,526794375	6,027724418	A5
5,216894213	7,96434353	A5
0,472994272	4,6546628	A5
0,935253871	-0,706206417	A5
2,746453486	3,825154162	A5
0,892300163	6,758663975	A5
-0,796237951	7,336455422	A5
3,307217264	5,794613453	A5
-2,233362419	1,723331988	A5
-1,932181438	7,931458522	A5
-2,065403168	3,328448105	A5
4,210734762	6,243361616	A5
3,181556227	5,291144109	A5
-0,434138735	9,463217605	A5
2,240384032	4,513603178	A5
-3,023030191	6,864868299	A5
-2,048729687	3,705846589	A5
0,425182051	4,055042766	A5
-0,701864921	4,211856166	A5
-0,448547897	8,794340613	A5
-0,529168627	3,326454852	A5
1,18553937	4,166784168	A50
-2,973048813	4,575004884	A50
-0,393604359	9,637172011	A50
-0,186717569	4,98925999	A50
2,302638493	3,685555309	A50
-2,186171146	3,345103571	A50
-2,042189831	3,485326222	A50
-2,228488522	6,105502668	A50
3,558463012	4,913473166	A50
-0,340778137	6,119062382	A50
-2,834029326	6,293439236	A50
-0,737441157	5,62235981	A50
1,455200495	5,524163139	A50
-4,519047261	5,57850571	A50
-0,341512571	4,382426689	A50
0,152066709	6,730654326	A50
2,029808592	8,302778383	A50
1,128723918	6,291935358	A50
-2,95621998	1,250826344	A50
-4,244842168	3,25722658	A50
0,420952353	1,398134706	A50
-0,733806625	7,335442958	A50
-0,620205604	7,094356126	A50
2,089771691	5,590401922	A50
-0,771061051	5,565071212	A50
0,827410211	4,992020331	A50
0,018525874	2,963993023	A50
2,125124996	5,042356164	A50
2,452294597	2,474064111	A50
-0,268181792	1,691052303	A50
-0,324955761	5,510801593	A50
0,222149315	10,89892086	A50
-0,280651876	6,323062791	A50
-2,312516709	3,082928155	A50
2,518714732	6,257689058	A50
3,680117138	6,314259922	A50
-0,379069156	2,582688994	A50
-0,065418226	6,602826271	A50
2,641456419	5,61606916	A50
-1,634308288	6,027981187	A50
-2,704421183	7,031040713	A50
-1,136450578	2,714659589	A50
2,890353749	5,463820452	A50
-0,373878789	7,098897831	A50
0,228339121	3,161033549	A50
0,652007987	6,510780658	A50
-2,062459213	5,950415151	A50
-0,762938451	4,145589285	A50
-0,849663775	5,100010583	A50
-2,03500192	4,405409093	A50
0,406722615	4,805950204	A50
-0,736280524	8,122197026	A50
1,39158173	6,034682884	A50
-1,631333467	5,585692568	A50
-2,627161015	5,933467212	A50
1,577857026	3,777507724	A50
-1,033662697	7,536835368	A50
-0,523753743	5,31773584	A50
1,140690612	6,31418135	A50
1,195387232	3,882061156	A50
-2,951842235	8,486422064	A50
-0,410303028	6,867245966	A50
1,359049366	1,510190514	A50
1,678292854	2,99683868	A50
2,47914441	10,00243406	A50
0,910007964	6,078556765	A50
3,734605403	4,798263275	A50
-0,60180448	4,003576699	A50
-0,126522417	7,186813868	A50
1,462577958	3,8733419	A50
-0,438896896	3,45371174	A50
1,623900338	2,36607176	A50
-0,005343034	3,842312636	A50
0,640801874	4,006040543	A50
-3,221261854	7,113858626	A50
1,149388572	4,167400771	A50
1,067016136	5,553094395	A50
1,798443489	4,659480383	A50
-3,602480712	2,655297385	A50
5,778500248	4,030807212	A50
1,563999885	6,787170195	A50
-1,854861216	4,297024577	A50
1,529464123	3,562861879	A50
1,994159976	2,063898776	A50
-2,557096809	4,087174103	A50
2,15368974	4,466020861	A50
0,225101841	7,779891309	A50
-3,671264498	4,450606785	A50
-1,40570082	5,749869847	A50
-2,735999197	4,652019435	A50
0,425548096	5,822812074	A50
2,477249898	2,820327009	A50
0,153107704	8,533293724	A50
-3,335771851	6,778623394	A50
-0,219776203	7,507900883	A50
-0,007951753	1,886580476	A50
-1,630235685	6,114437841	A50
-3,261745287	3,559040248	A50
-0,472436111	6,903871527	A50
-1,046009363	7,470472525	A50
-0,883660673	2,391612236	A51
-4,369528156	7,128206146	A51
3,520457364	-0,35498532	A51
-0,763090173	6,048515533	A51
-1,00579609	7,480893311	A51
0,949781275	3,158480432	A51
-0,872254066	8,343208299	A51
2,510052651	8,630145703	A51
0,676927574	5,93388237	A51
0,005853696	2,349130845	A51
2,397529372	5,834743172	A51
2,649657331	2,692013037	A51
2,198309033	8,503729834	A51
1,707448224	4,96775593	A51
-1,567057946	6,039977522	A51
0,904349796	3,257428745	A51
2,152642991	5,32615552	A51
0,84974873	5,407903319	A51
3,37084331	5,772539508	A51
-2,888498781	2,368851521	A51
1,583049176	6,399223228	A51
-0,803296611	2,474600067	A51
-1,890578685	7,698901885	A51
-2,660102205	8,729200541	A51
0,084884658	3,696366905	A51
1,876161382	3,182484864	A51
0,769801034	3,382256099	A51
1,170446868	1,867952395	A51
-0,214532022	3,990364377	A51
-0,263431305	5,129478686	A51
0,420093944	3,735280578	A51
2,581343483	11,38347294	A51
0,524300049	1,924520752	A51
2,533113835	4,170397004	A51
0,714962667	5,010787858	A51
-0,978774946	5,850682936	A51
2,163300294	9,74672001	A51
2,890614082	6,80751486	A51
4,430065688	1,108337466	A51
-2,106780896	7,491901999	A51
1,549784789	2,927703125	A51
-3,17659892	7,334595185	A51
-2,163181445	5,095023389	A51
-1,378598436	3,797544211	A51
0,969459539	2,810262964	A51
0,170153586	6,944443052	A51
1,353827614	1,569027758	A51
0,998323998	4,438643611	A51
-0,646261923	4,556910824	A51
3,417894973	2,732012055	A51
-0,784142159	2,393101658	A51
-1,389308144	5,066246688	A51
0,00081243	6,938147825	A51
-1,315924969	5,93892736	A51
-2,498747952	4,094382877	A51
-0,430557923	6,559127898	A51
-0,291575457	2,475881285	A51
1,889112527	8,951216625	A51
-3,344237663	8,997490721	A51
-1,645804218	2,642231114	A51
1,32358139	4,853387934	A51
-0,663123424	4,732980289	A51
4,736204272	7,981443029	A51
1,467360208	7,99771849	A51
1,19361302	5,529564904	A51
0,207230934	5,980813921	A51
2,144212086	1,748832128	A51
1,669525404	7,566840583	A51
-0,20321844	2,211751842	A51
-2,119593882	5,059432285	A51
0,443851868	6,103918002	A51
-1,446956263	4,506165101	A51
0,193717383	4,220237796	A51
-0,090036998	4,535222123	A51
2,512450334	4,409568064	A51
-4,224955168	3,299963526	A51
2,697662561	2,139941829	A51
3,179616955	0,221514838	A51
0,843904533	4,431730507	A51
-1,864432935	4,671304513	A51
1,3860985	5,934412083	A51
0,108154648	6,086576335	A51
5,455357779	4,877561484	A51
-1,550804237	3,223886748	A51
-1,682193033	8,269587315	A51
2,514801093	2,880133711	A51
0,830405046	4,327039981	A51
1,182988718	5,936512995	A51
1,242296749	5,091355063	A51
1,320955377	6,862130916	A51
1,345296306	2,785326911	A51
1,036553268	7,092779836	A51
1,535236651	7,288828874	A51
-0,613655225	3,823806522	A51
-1,133025221	4,03680797	A51
-3,076022076	6,210111232	A51
4,753381928	4,360626581	A51
-1,007166377	3,013678246	A51
1,941471694	5,115029335	A51
3,978184215	3,614827039	A51
0,354755465	8,880348864	A52
-4,671316267	2,953011168	A52
-2,289515262	3,25282356	A52
-0,342644115	6,166591901	A52
-0,491235202	1,908565613	A52
-2,24089253	8,937055731	A52
-2,979699705	3,85007886	A52
3,611855689	2,924317556	A52
3,098229441	6,264525391	A52
-2,456950316	1,279088669	A52
-2,669617392	5,009650283	A52
-0,580339327	4,722167695	A52
1,532039074	6,296443866	A52
2,669452983	4,499743665	A52
1,24374901	4,362901902	A52
-2,436107037	2,592839209	A52
-0,855291945	7,313083335	A52
2,643640403	7,398529955	A52
-1,610819538	6,525844531	A52
0,508786278	5,632613956	A52
1,325524206	7,584010311	A52
-0,947452438	6,075045626	A52
3,613410353	7,740407746	A52
0,583003898	5,078893187	A52
4,252560894	7,33606799	A52
-0,739088631	4,377063495	A52
0,02823354	6,061619571	A52
1,046854982	5,05414501	A52
0,650562708	7,641136738	A52
0,997548246	6,897310281	A52
0,877238199	3,224961695	A52
0,17652814	2,189215926	A52
1,759464185	6,335071275	A52
-2,871805762	7,27706607	A52
-3,659067791	5,295934873	A52
2,253686535	4,878015258	A52
-1,183276582	4,737924814	A52
2,369157451	6,694238117	A52
-0,155186508	4,824666179	A52
0,088553676	2,621565728	A52
0,573232103	7,413779819	A52
-1,418529748	5,847178496	A52
0,606355329	4,273924477	A52
1,838876071	6,009316135	A52
-3,582527554	4,076945096	A52
1,982858427	2,597175916	A52
1,712029812	2,091510996	A52
2,669483678	5,762090525	A52
-1,847571879	4,735196074	A52
3,104964256	4,995578012	A52
-0,111760796	5,016522444	A52
-1,136027209	5,958583044	A52
-1,397683276	4,691202388	A52
2,569817461	7,994525938	A52
0,365375575	6,312303326	A52
2,22374919	-1,159134833	A52
-0,474789152	5,265484576	A52
4,407419175	5,628541865	A52
-0,190651923	6,781744519	A52
1,380007095	5,801730664	A52
4,979301865	4,077909302	A52
-0,282378981	6,749044268	A52
2,402463815	6,659906243	A52
1,082585657	6,99594453	A52
0,153672135	2,770852609	A52
1,662168427	8,577222851	A52
-0,516922028	1,418123637	A52
-1,120832651	6,045078994	A52
-0,499569391	4,874754779	A52
0,012065031	3,75963975	A52
-0,303031139	3,732691325	A52
-3,370156958	4,519564647	A52
-0,010559171	0,137445337	A52
-0,586375364	5,922155774	A52
2,11069945	5,061665856	A52
-3,801313	5,391548387	A52
-0,104573436	2,195825488	A52
-0,938013186	3,107310344	A52
0,936403149	5,98768744	A52
-0,626469248	4,376281618	A52
-0,810030082	7,780951312	A52
-0,377061008	4,321819954	A52
0,091055456	2,876089632	A52
-1,647737079	6,303742507	A52
-0,548549085	5,555202081	A52
-0,191577249	4,096795647	A52
0,330593284	3,579569729	A52
-3,111929476	6,855963704	A52
2,122468079	7,853798091	A52
0,445229054	4,128767733	A52
-0,989826408	6,881668867	A52
2,669334457	4,174010358	A52
-4,079626571	5,615623575	A52
3,588044466	4,60238801	A52
-0,699961819	2,746131231	A52
-1,587779731	6,62326752	A52
-0,097962281	3,969891705	A52
2,300997543	7,348133954	A52
-0,33849214	4,597053912	A52
-0,420477101	5,114593861	A52
-4,927513034	1,992375563	A53
-0,758232762	3,903504042	A53
-0,279619293	7,002277391	A53
1,560489473	7,376440977	A53
-0,734804371	5,069105013	A53
1,177283653	5,898147713	A53
1,269580281	5,440731459	A53
6,71565368	8,228495256	A53
-3,377904649	7,776049657	A53
1,403517589	2,343809214	A53
-3,02927317	4,183951453	A53
2,314985578	2,191100033	A53
1,582817443	7,512934885	A53
-0,919683556	6,173825173	A53
0,937360907	4,060800029	A53
0,061542503	7,030325258	A53
-0,733811543	3,987631218	A53
5,319461415	1,408236187	A53
0,714799724	3,69406803	A53
-0,712576064	4,01118454	A53
2,763882233	7,695838778	A53
-0,755551983	7,354581124	A53
-1,887419201	4,315479307	A53
1,103828644	2,372078547	A53
2,64467831	6,225607175	A53
-0,591786082	1,416621311	A53
0,670336109	5,240178305	A53
0,922239726	3,720992304	A53
-1,958946428	8,510852537	A53
-2,959988263	2,579732093	A53
1,451676926	0,726361352	A53
-1,739878506	4,468510926	A53
3,056458898	8,325860914	A53
0,485058422	4,115835913	A53
-0,320007761	9,904119377	A53
-0,436594283	7,402806155	A53
-4,134197512	1,856197317	A53
-1,869534712	8,76770191	A53
-0,510226667	0,906969381	A53
-0,817917609	6,739197302	A53
-3,4370276	3,876112206	A53
0,064047222	3,31452355	A53
0,279791095	1,954643198	A53
-0,952625675	2,010522988	A53
2,007968551	5,667759339	A53
1,907997871	2,055757476	A53
-0,297087345	7,063864067	A53
-1,510353839	7,203303146	A53
0,98569959	7,483261531	A53
0,154133081	5,008579474	A53
-2,588796417	6,358548213	A53
-0,108537142	4,931827017	A53
-1,532686327	-0,384648827	A53
-2,268678532	5,653675111	A53
-1,027578201	4,590897148	A53
1,291947715	5,527328426	A53
4,018572618	6,842984638	A53
-0,764842324	7,185246877	A53
0,592015836	5,068106197	A53
0,809024387	5,353900033	A53
-1,269694799	2,705854249	A53
-0,095569455	3,730696631	A53
-0,318618978	8,292208354	A53
0,079330464	5,55037296	A53
0,585527471	3,646993606	A53
-1,25100775	3,7920158	A53
-1,459569959	4,894705761	A53
2,790789363	4,811427757	A53
-0,313704468	8,689807937	A53
0,484182084	5,750384929	A53
-0,225685674	5,114228332	A53
-1,007726634	1,044159682	A53
-0,754459448	5,249521876	A53
-0,760376106	5,686546775	A53
-2,226322028	5,916560246	A53
-0,143757749	10,47577126	A53
1,157703894	0,044529478	A53
-2,302198738	2,44349452	A53
-1,396878531	2,64014045	A53
0,193688309	5,723992602	A53
0,106543076	5,796362162	A53
0,144944268	3,527770228	A53
0,213026589	8,253206648	A53
-0,416284172	3,900200005	A53
-0,701862106	6,051128557	A53
-2,085830035	4,998237625	A53
-3,212994031	5,085928937	A53
-1,358613095	3,075648596	A53
-3,510561188	6,007420209	A53
-2,430997159	5,043180723	A53
0,727011039	4,483000097	A53
0,139614731	6,657923619	A53
0,169110213	4,103728951	A53
0,893580879	4,033468526	A53
2,728081739	5,884568528	A53
-1,19748544	4,677822893	A53
-0,439015784	6,372593454	A53
-2,711085213	2,180844526	A53
-0,251551457	3,631792617	A53
-0,672844188	3,642145368	A53
-0,31600673	5,002803065	A54
-0,230781738	5,428442285	A54
-2,783978074	4,28942851	A54
-0,146897266	4,645288988	A54
2,183632458	7,095179896	A54
-1,138941416	6,11754544	A54
0,072155406	4,880994868	A54
-1,068926132	5,538326583	A54
-1,208737263	5,618823517	A54
2,288867648	2,242524137	A54
0,839440499	4,843172589	A54
-0,90403807	7,463184631	A54
0,269218451	9,513339769	A54
-1,15286043	4,219622809	A54
1,223282613	7,572208921	A54
5,535878908	5,98209377	A54
2,928609675	8,833209761	A54
1,355314801	6,300122213	A54
3,880925761	4,616965304	A54
2,75332978	4,057967467	A54
-0,644129942	7,292616122	A54
-2,467923681	4,497404616	A54
1,326148433	6,638715706	A54
2,337038428	4,501529299	A54
-3,376764974	8,429338102	A54
2,188053123	2,430370503	A54
1,876280651	4,289571512	A54
0,46982617	3,068937503	A54
-3,260206485	5,716862422	A54
-0,1599527	3,843357573	A54
0,571552426	3,667144222	A54
-1,542652521	3,292455091	A54
-1,822325561	4,453718428	A54
0,489863087	5,750979719	A54
-1,959430494	6,172517958	A54
0,459477169	4,410679139	A54
2,190209687	6,845265225	A54
0,30886204	2,406507823	A54
0,459132457	6,099595031	A54
-2,486784329	5,083293914	A54
-0,653619505	6,240405374	A54
0,896316815	4,670073792	A54
0,029960936	4,236258033	A54
-0,090600883	2,272664302	A54
-1,520842764	6,819870915	A54
1,687949034	6,745369906	A54
-1,350556079	3,610039961	A54
1,075353528	3,195251259	A54
0,26260191	6,01285279	A54
-6,497891703	7,386570861	A54
2,476174222	5,497375571	A54
2,79901911	1,587430948	A54
-4,181832419	7,904496779	A54
0,368350766	5,133643157	A54
1,547857886	4,646037444	A54
1,524026447	3,140215949	A54
0,457528234	2,440537591	A54
-0,987048285	2,355950377	A54
1,368282576	3,889892853	A54
-1,331612876	6,046709898	A54
3,535857242	4,728606197	A54
-0,536490081	6,682912125	A54
1,018905335	2,980936895	A54
0,052672537	6,136646857	A54
0,144689536	4,674511448	A54
-2,659990241	4,694799888	A54
-3,528025463	4,436113672	A54
0,500601151	4,548923405	A54
-1,343616873	5,663209407	A54
0,634462342	5,119730114	A54
0,884172078	5,985686739	A54
-0,837250826	2,174306662	A54
-1,476009084	4,625345414	A54
0,419675826	7,967389572	A54
-1,001721731	5,790714353	A54
-2,472759693	1,78148435	A54
-0,985768242	4,059722058	A54
1,570203899	8,619404159	A54
-1,510625459	7,806964001	A54
2,10986039	3,611218948	A54
0,239487672	6,024756654	A54
2,534778548	5,257968363	A54
-0,620845299	0,768208865	A54
-2,437382705	4,912289113	A54
4,849508956	4,875048846	A54
-0,836887313	6,198436334	A54
-0,477804579	5,192917721	A54
1,930791105	5,852759588	A54
-0,004079231	3,948841305	A54
1,559094326	5,528100363	A54
-1,264177116	5,196226235	A54
-3,20232976	5,098066336	A54
-2,693909861	3,252920414	A54
-3,113745115	6,450964352	A54
-1,555336895	5,08880857	A54
0,564578123	6,853739139	A54
-0,461315165	5,576032015	A54
-2,209808878	5,510883835	A54
-0,676977834	3,57689211	A54
3,72525595	7,490316266	A54
-0,399162807	2,265716333	A55
-0,430158833	4,73691926	A55
-1,760448345	3,743195117	A55
-0,121193146	2,700852393	A55
-2,855008339	6,90232553	A55
0,213309002	3,41926587	A55
-0,361959114	3,826895501	A55
2,872754097	2,898259593	A55
0,312911958	6,90421612	A55
0,68966481	6,148997338	A55
5,125167591	8,941488508	A55
0,512738791	4,1774808	A55
-1,882707436	7,837090653	A55
1,801756833	3,470262785	A55
0,868976563	5,131025452	A55
-0,587778773	6,682468853	A55
-3,191539707	7,16675998	A55
-2,495054939	6,078321332	A55
0,49533603	6,097932694	A55
1,778408791	4,678104345	A55
-0,032789765	5,681271855	A55
1,344087061	5,407198936	A55
-5,073645151	7,157358241	A55
-1,673131815	4,092825413	A55
-0,161584631	3,667787173	A55
-2,206032558	6,219096998	A55
0,837211648	3,304880651	A55
1,425626966	7,382885556	A55
-2,723559502	7,693059954	A55
-1,901386194	3,991355224	A55
-4,329374366	5,851246483	A55
0,669623639	6,0481061	A55
0,219508113	6,772373372	A55
-0,643063718	6,654128357	A55
-0,134071164	4,241110697	A55
2,783497965	6,838061024	A55
1,339508465	4,110246997	A55
0,043137211	7,033101998	A55
-1,000051191	2,826433301	A55
-0,324910446	3,589482742	A55
0,43636272	2,643071345	A55
-2,7824608	5,789644385	A55
0,092660327	2,085609199	A55
-2,173402903	4,335646291	A55
0,20626508	7,239551514	A55
-3,191016109	5,623524944	A55
-0,96372798	2,72879339	A55
0,790011053	5,066179709	A55
2,433936601	3,575903206	A55
1,561672018	5,86224692	A55
-1,956162386	2,710379132	A55
-0,679422308	4,173206224	A55
-1,992073427	6,202250448	A55
-2,03034641	4,145291298	A55
1,96642276	3,619160322	A55
2,702546804	-0,391439823	A55
-0,417714154	3,929703719	A55
-3,892999542	4,126683493	A55
1,711111427	2,678556072	A55
-4,254005105	0,060278683	A55
-6,121011219	4,984988523	A55
-2,063694523	4,375643523	A55
-0,863491925	5,654032332	A55
2,239185654	2,741435911	A55
-0,477895748	7,858892653	A55
-0,749100727	4,403007034	A55
-1,134879688	2,514100558	A55
-0,58424942	2,999755856	A55
3,368144231	6,392330278	A55
0,994559325	4,209576465	A55
-1,272925629	5,91483948	A55
-1,436855614	4,190853721	A55
3,050795616	3,655512554	A55
-1,316969424	6,291405211	A55
4,519555318	3,451903019	A55
0,649924117	0,128681592	A55
-0,428381549	1,735459842	A55
-0,222489079	5,216528774	A55
0,114853708	3,492091525	A55
3,091485979	5,641387083	A55
4,196241801	10,03043536	A55
-2,351423963	2,914635601	A55
-1,998205302	3,038984222	A55
-2,140674471	8,662653345	A55
1,115465654	8,921090867	A55
1,678578061	6,640321937	A55
-2,650840176	7,502716849	A55
-2,730520563	4,176087067	A55
0,705792566	1,888970089	A55
2,58895112	4,559795473	A55
-0,933586912	7,639746573	A55
0,798052623	2,773174124	A55
-0,030197965	6,113618444	A55
-0,105637739	9,415553474	A55
-1,451439277	6,384397052	A55
-0,12364649	7,017217418	A55
-1,12985381	1,292210838	A55
1,641639873	5,304981843	A55
-2,30769044	3,673114706	A55
-1,194514217	3,413488596	A55
-2,192347833	7,121453322	A56
-0,901135127	8,046887267	A56
-4,363897854	5,805801107	A56
-1,827358206	5,852902406	A56
1,814374981	4,603599104	A56
0,561312813	7,134191108	A56
0,845168905	7,51301829	A56
0,789988244	4,958179667	A56
1,578391857	7,848531294	A56
-3,588084338	5,137667514	A56
2,927998489	3,954642493	A56
-2,668377859	6,438357438	A56
2,682525369	5,925281277	A56
0,204398699	5,219377973	A56
-3,081843657	-0,458179869	A56
2,928175092	8,099413786	A56
1,064390788	4,787881839	A56
-1,959764596	5,833314309	A56
2,477670131	2,773691549	A56
2,752602583	6,121281861	A56
-1,327603567	2,928412536	A56
-0,066658541	-2,623070254	A56
-1,507946466	5,033238765	A56
-1,137860022	4,074665457	A56
1,779986762	6,704939451	A56
-0,498315797	8,121112526	A56
3,082314703	7,500588614	A56
2,296543678	7,193453888	A56
0,158755992	3,204779073	A56
-2,393306927	4,414703917	A56
0,596458215	7,127139428	A56
-1,511358296	4,287316654	A56
-1,146119302	2,200670819	A56
2,200169498	2,584930406	A56
-1,947329401	5,472193296	A56
0,592066944	3,552188043	A56
1,947090081	1,49531903	A56
-1,382064759	7,001332871	A56
-0,062288977	1,242660303	A56
0,902025251	5,441134255	A56
1,963312757	5,703391677	A56
3,578316915	7,910145358	A56
0,19794003	5,375730972	A56
1,843434148	5,443815402	A56
-2,316146633	5,435288171	A56
-2,766171443	7,152616468	A56
0,984046077	6,971459997	A56
-0,512823773	5,907604261	A56
-2,631054012	4,783123752	A56
-0,783432004	7,573758621	A56
0,603934903	9,843371621	A56
-0,025494591	6,167312969	A56
-2,173503475	6,576987357	A56
1,143722387	4,847617501	A56
-1,067436329	4,117015056	A56
-0,262875207	4,480773846	A56
0,915818298	6,459138518	A56
0,476019301	6,358945947	A56
-1,093513834	6,973173358	A56
0,556873492	2,80279365	A56
1,68473245	5,120195757	A56
-1,114229308	6,798410237	A56
1,850107286	4,412532867	A56
2,72301788	6,251549708	A56
-3,881546368	4,879250066	A56
4,095193523	5,671558358	A56
-4,472794288	0,134290934	A56
-2,158725985	7,395155384	A56
3,684601641	6,894668341	A56
3,961578186	3,656667466	A56
2,071585988	4,664549282	A56
1,281103604	4,037047471	A56
-0,132500241	4,001575078	A56
0,91412402	2,018728866	A56
-1,136588795	3,957567786	A56
-1,298505089	3,449847896	A56
1,986455139	7,994149048	A56
-2,41708126	6,070591734	A56
-1,281429206	6,261179257	A56
0,866574696	3,893937666	A56
5,100264337	-0,154706087	A56
-1,973771201	4,281225611	A56
-0,141310313	3,451736268	A56
-4,663843566	4,715528869	A56
-0,006192834	6,126973322	A56
0,44774276	6,317958797	A56
2,241904421	2,875623704	A56
-2,101885962	1,692497047	A56
-0,955510328	2,659267915	A56
1,894398393	0,234409608	A56
-0,308810684	2,888551752	A56
1,648941764	1,469369265	A56
-0,738162555	0,137357402	A56
3,914847378	6,409975049	A56
0,538303217	6,778138158	A56
-1,697172932	10,07128161	A56
0,890045592	3,678998218	A56
-1,379311241	9,453008751	A56
2,099390067	5,236823882	A56
0,229537982	6,233132513	A56
1,48320419	6,816033358	A57
-1,179015853	6,875351942	A57
0,754295723	3,45748761	A57
3,828133499	4,927794096	A57
1,549211836	6,10894206	A57
-1,105388875	2,017697064	A57
1,82134331	7,718964062	A57
-2,262748295	3,681952365	A57
2,743176508	6,662441211	A57
0,996622942	3,300676791	A57
0,193382833	6,658042637	A57
-0,08718598	4,622912193	A57
-0,361312166	6,364142776	A57
-0,247962437	5,741186397	A57
2,442520495	3,594025411	A57
-0,200878318	6,296562584	A57
-1,803990751	4,620807188	A57
0,847073657	4,71650042	A57
3,525777474	2,634146283	A57
1,950993715	4,178487983	A57
-1,022817121	1,180743258	A57
-1,071357856	4,417293492	A57
1,100369758	5,275486126	A57
1,345594706	7,703129239	A57
0,782963211	3,842174702	A57
1,054716218	5,404478932	A57
-0,733289583	7,759164157	A57
2,983679063	5,008123195	A57
-1,35653271	2,350055566	A57
-4,076167091	5,835795835	A57
-0,015242729	9,409808658	A57
-1,392787563	6,714250376	A57
2,401306623	4,128998149	A57
2,805907188	4,271073995	A57
1,618144363	7,408721444	A57
0,879013579	2,584128676	A57
2,290250538	3,745348997	A57
2,893594799	1,975101254	A57
-0,028114658	2,430043349	A57
-1,41940368	6,076448006	A57
0,997313769	5,093914546	A57
2,889453088	6,206423154	A57
0,459137161	5,398207156	A57
0,08905693	8,23653933	A57
2,867178942	0,796936987	A57
-0,867432298	4,164648817	A57
-2,045769877	4,377686335	A57
-0,946435454	6,317767429	A57
-0,768655298	1,410193915	A57
-0,326440176	4,804067521	A57
-0,525446585	3,057918384	A57
-0,266901751	3,738965918	A57
3,313558636	4,492040343	A57
1,149978815	3,047603307	A57
2,47437951	8,303003329	A57
-2,57266076	5,336832475	A57
0,006058921	5,161146044	A57
-0,446023852	4,756588597	A57
-1,064687379	3,848977671	A57
1,955496556	5,851235015	A57
-1,122221042	6,663823482	A57
1,408204381	6,823101201	A57
-1,237219168	6,470086484	A57
0,123592639	1,916626468	A57
1,005605547	3,951844727	A57
-2,828672152	6,120921331	A57
-0,404318235	2,823359283	A57
3,694207165	4,222035658	A57
1,323822337	6,323816387	A57
-0,681054459	5,088529611	A57
-0,852103643	3,656215554	A57
0,660925774	3,816632154	A57
1,132122816	5,551576716	A57
0,497038876	5,107893808	A57
-3,285213353	4,480106672	A57
0,788735669	4,436696475	A57
0,226071597	5,240676433	A57
1,612866611	3,064316436	A57
-1,45708118	5,946284218	A57
-1,102175679	5,468541137	A57
1,826795867	4,58452552	A57
-3,383156452	7,572571518	A57
-1,727214021	5,562640168	A57
1,285777636	3,415172287	A57
-4,96769885	6,007256717	A57
0,599175791	4,614605145	A57
-1,954400197	4,691618275	A57
1,377368649	5,521753159	A57
2,488735089	4,316943139	A57
0,291607255	4,087125464	A57
2,528411561	2,405024964	A57
2,920994253	7,462727248	A57
-1,188613925	3,354190644	A57
4,431314979	5,842251311	A57
1,806679026	4,564503758	A57
1,352649859	9,252373887	A57
-1,738161638	1,84668708	A57
2,053750332	5,323459749	A57
2,208789072	7,754787466	A57
-1,147434278	6,788210808	A57
1,690227003	3,373162847	A58
0,156474544	6,29297871	A58
1,162576902	3,928027546	A58
2,604659366	5,241322909	A58
-0,617969534	4,647566436	A58
2,095092714	3,852792338	A58
-1,694356939	2,315803142	A58
-1,062099339	5,389551736	A58
-1,050171183	8,521719384	A58
3,163115186	6,68638397	A58
0,4569743	8,435234222	A58
-0,184153177	4,60248524	A58
0,347657802	5,252321871	A58
-0,520051809	4,988112397	A58
0,75189217	6,171999428	A58
4,275958187	2,833923823	A58
-1,931812796	4,011847969	A58
-0,659802485	3,652732382	A58
1,330483835	5,565815392	A58
-1,889296586	3,143401737	A58
1,640897768	4,834500294	A58
4,316367974	6,028598958	A58
0,472472657	5,814648583	A58
-2,410393502	4,544879433	A58
1,453545398	8,911911072	A58
-0,6724858	5,536705389	A58
1,439590276	5,043130809	A58
2,263418281	5,111136447	A58
0,803972662	7,411167762	A58
1,334082821	3,608136422	A58
1,518875885	3,203950951	A58
3,634134055	4,704743606	A58
-2,791237041	6,202083151	A58
1,783457014	6,426940679	A58
2,493229588	5,335443226	A58
2,398513853	4,698320109	A58
